logfile,group,file,subject,condition,symb,perm,Day,Block,Trial,Day_group
analysis_output.1904655.log,old,S009_G03_D01_B03_T03,S009,G03_D01_B03_T03,2.2898,0.223,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S013_G03_D01_B03_T03,S013,G03_D01_B03_T03,2.2907,0.2218,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S040_G03_D01_B03_T03,S040,G03_D01_B03_T03,2.2678,0.2239,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S081_G03_D01_B03_T03,S081,G03_D01_B03_T03,2.2648,0.2321,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S102_G03_D01_B03_T03,S102,G03_D01_B03_T03,2.2773,0.2303,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S103_G03_D01_B03_T03,S103,G03_D01_B03_T03,2.2528,0.2224,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S104_G03_D01_B03_T03,S104,G03_D01_B03_T03,2.2653,0.2254,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S107_G03_D01_B03_T03,S107,G03_D01_B03_T03,2.2701,0.2238,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S109_G03_D01_B03_T03,S109,G03_D01_B03_T03,2.2661,0.227,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S110_G03_D01_B03_T03,S110,G03_D01_B03_T03,2.266,0.2248,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S112_G03_D01_B03_T03,S112,G03_D01_B03_T03,2.5918,0.2346,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S113_G03_D01_B03_T03,S113,G03_D01_B03_T03,2.2688,0.237,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S116_G03_D01_B03_T03,S116,G03_D01_B03_T03,2.2897,0.2176,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S119_G03_D01_B03_T03,S119,G03_D01_B03_T03,2.2721,0.2214,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S120_G03_D01_B03_T03,S120,G03_D01_B03_T03,2.2773,0.223,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S123_G03_D01_B03_T03,S123,G03_D01_B03_T03,2.6101,0.2386,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S125_G03_D01_B03_T03,S125,G03_D01_B03_T03,2.244,0.2213,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S126_G03_D01_B03_T03,S126,G03_D01_B03_T03,2.2579,0.2298,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S127_G03_D01_B03_T03,S127,G03_D01_B03_T03,2.2633,0.2252,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S128_G03_D01_B03_T03,S128,G03_D01_B03_T03,2.2937,0.2276,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S129_G03_D01_B03_T03,S129,G03_D01_B03_T03,2.2944,0.2247,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S130_G03_D01_B03_T03,S130,G03_D01_B03_T03,2.2842,0.2277,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S131_G03_D01_B03_T03,S131,G03_D01_B03_T03,2.4523,0.2087,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S133_G03_D01_B03_T03,S133,G03_D01_B03_T03,2.2927,0.2302,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S134_G03_D01_B03_T03,S134,G03_D01_B03_T03,2.2039,0.2245,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S135_G03_D01_B03_T03,S135,G03_D01_B03_T03,2.2883,0.2596,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S136_G03_D01_B03_T03,S136,G03_D01_B03_T03,2.2856,0.2258,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S137_G03_D01_B03_T03,S137,G03_D01_B03_T03,2.2839,0.2284,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S138_G03_D01_B03_T03,S138,G03_D01_B03_T03,2.7331,0.2307,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S139_G03_D01_B03_T03,S139,G03_D01_B03_T03,2.2853,0.2262,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S140_G03_D01_B03_T03,S140,G03_D01_B03_T03,2.2763,0.2216,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S141_G03_D01_B03_T03,S141,G03_D01_B03_T03,2.2793,0.2546,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S142_G03_D01_B03_T03,S142,G03_D01_B03_T03,2.2695,0.224,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S143_G03_D01_B03_T03,S143,G03_D01_B03_T03,2.2385,0.2232,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S145_G03_D01_B03_T03,S145,G03_D01_B03_T03,2.2903,0.2303,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S146_G03_D01_B03_T03,S146,G03_D01_B03_T03,2.2771,0.2324,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S154_G03_D01_B03_T03,S154,G03_D01_B03_T03,2.2843,0.2242,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S156_G03_D01_B03_T03,S156,G03_D01_B03_T03,2.2934,0.2399,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S157_G03_D01_B03_T03,S157,G03_D01_B03_T03,2.2912,0.2226,D01,B03,T03,D01 Old
analysis_output.1904655.log,old,S158_G03_D01_B03_T03,S158,G03_D01_B03_T03,2.2392,0.2191,D01,B03,T03,D01 Old
analysis_output.1904655.log,young,S001_G01_D01_B03_T03,S001,G01_D01_B03_T03,2.2453,0.2419,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S002_G01_D01_B03_T03,S002,G01_D01_B03_T03,2.2124,0.2218,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S003_G01_D01_B03_T03,S003,G01_D01_B03_T03,2.2742,0.2318,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S004_G01_D01_B03_T03,S004,G01_D01_B03_T03,2.2489,0.221,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S005_G01_D01_B03_T03,S005,G01_D01_B03_T03,2.2873,0.2252,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S006_G01_D01_B03_T03,S006,G01_D01_B03_T03,2.2554,0.2247,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S007_G01_D01_B03_T03,S007,G01_D01_B03_T03,2.2365,0.2217,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S008_G01_D01_B03_T03,S008,G01_D01_B03_T03,2.2874,0.2228,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S010_G01_D01_B03_T03,S010,G01_D01_B03_T03,2.2756,0.2342,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S011_G01_D01_B03_T03,S011,G01_D01_B03_T03,2.2604,0.2219,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S012_G01_D01_B03_T03,S012,G01_D01_B03_T03,2.2498,0.2618,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S014_G01_D01_B03_T03,S014,G01_D01_B03_T03,2.8758,0.2207,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S015_G01_D01_B03_T03,S015,G01_D01_B03_T03,2.2593,0.2241,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S016_G01_D01_B03_T03,S016,G01_D01_B03_T03,2.2748,0.2531,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S017_G01_D01_B03_T03,S017,G01_D01_B03_T03,2.6738,0.2242,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S018_G01_D01_B03_T03,S018,G01_D01_B03_T03,2.2867,0.2296,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S020_G01_D01_B03_T03,S020,G01_D01_B03_T03,2.2421,0.2184,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S021_G01_D01_B03_T03,S021,G01_D01_B03_T03,2.2462,0.217,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S023_G01_D01_B03_T03,S023,G01_D01_B03_T03,2.2432,0.2209,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S024_G01_D01_B03_T03,S024,G01_D01_B03_T03,2.2577,0.2274,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S025_G01_D01_B03_T03,S025,G01_D01_B03_T03,2.2849,0.2263,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S026_G01_D01_B03_T03,S026,G01_D01_B03_T03,2.2856,0.223,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S027_G01_D01_B03_T03,S027,G01_D01_B03_T03,2.2583,0.2579,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S028_G01_D01_B03_T03,S028,G01_D01_B03_T03,2.2935,0.2527,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S030_G01_D01_B03_T03,S030,G01_D01_B03_T03,2.2573,0.2238,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S031_G01_D01_B03_T03,S031,G01_D01_B03_T03,2.2892,0.2375,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S032_G01_D01_B03_T03,S032,G01_D01_B03_T03,2.2607,0.2263,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S033_G01_D01_B03_T03,S033,G01_D01_B03_T03,2.2604,0.2267,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S034_G01_D01_B03_T03,S034,G01_D01_B03_T03,2.2764,0.2267,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S035_G01_D01_B03_T03,S035,G01_D01_B03_T03,2.2337,0.2181,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S036_G01_D01_B03_T03,S036,G01_D01_B03_T03,2.2683,0.2227,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S037_G01_D01_B03_T03,S037,G01_D01_B03_T03,2.2617,0.2242,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S038_G01_D01_B03_T03,S038,G01_D01_B03_T03,2.277,0.2297,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S039_G01_D01_B03_T03,S039,G01_D01_B03_T03,2.2692,0.2341,D01,B03,T03,D01 Young
analysis_output.1904655.log,young,S063_G01_D01_B03_T03,S063,G01_D01_B03_T03,2.2845,0.228,D01,B03,T03,D01 Young
analysis_output.1904656.log,old,S009_G03_D02_B01_T01,S009,G03_D02_B01_T01,2.2921,0.2226,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S013_G03_D02_B01_T01,S013,G03_D02_B01_T01,2.2905,0.2218,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S019_G03_D02_B01_T01,S019,G03_D02_B01_T01,2.292,0.2264,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S040_G03_D02_B01_T01,S040,G03_D02_B01_T01,2.269,0.2242,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S081_G03_D02_B01_T01,S081,G03_D02_B01_T01,2.2531,0.2242,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S102_G03_D02_B01_T01,S102,G03_D02_B01_T01,2.278,0.2276,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S103_G03_D02_B01_T01,S103,G03_D02_B01_T01,2.2541,0.2225,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S107_G03_D02_B01_T01,S107,G03_D02_B01_T01,2.2617,0.2232,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S109_G03_D02_B01_T01,S109,G03_D02_B01_T01,2.2609,0.2227,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S110_G03_D02_B01_T01,S110,G03_D02_B01_T01,2.2603,0.2342,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S112_G03_D02_B01_T01,S112,G03_D02_B01_T01,2.5934,0.2243,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S113_G03_D02_B01_T01,S113,G03_D02_B01_T01,2.266,0.226,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S116_G03_D02_B01_T01,S116,G03_D02_B01_T01,2.2916,0.2264,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S119_G03_D02_B01_T01,S119,G03_D02_B01_T01,2.2758,0.2228,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S120_G03_D02_B01_T01,S120,G03_D02_B01_T01,2.2718,0.2236,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S123_G03_D02_B01_T01,S123,G03_D02_B01_T01,2.6104,0.2278,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S125_G03_D02_B01_T01,S125,G03_D02_B01_T01,2.2537,0.2217,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S127_G03_D02_B01_T01,S127,G03_D02_B01_T01,2.2699,0.2261,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S128_G03_D02_B01_T01,S128,G03_D02_B01_T01,2.2902,0.227,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S129_G03_D02_B01_T01,S129,G03_D02_B01_T01,2.2918,0.2236,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S130_G03_D02_B01_T01,S130,G03_D02_B01_T01,2.2817,0.2259,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S131_G03_D02_B01_T01,S131,G03_D02_B01_T01,2.198,0.2105,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S133_G03_D02_B01_T01,S133,G03_D02_B01_T01,2.2939,0.2301,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S134_G03_D02_B01_T01,S134,G03_D02_B01_T01,2.2052,0.2209,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S135_G03_D02_B01_T01,S135,G03_D02_B01_T01,2.2845,0.2405,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S136_G03_D02_B01_T01,S136,G03_D02_B01_T01,2.2801,0.2243,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S137_G03_D02_B01_T01,S137,G03_D02_B01_T01,2.2788,0.2255,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S138_G03_D02_B01_T01,S138,G03_D02_B01_T01,2.293,0.2271,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S139_G03_D02_B01_T01,S139,G03_D02_B01_T01,2.2791,0.224,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S140_G03_D02_B01_T01,S140,G03_D02_B01_T01,2.2672,0.2206,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S141_G03_D02_B01_T01,S141,G03_D02_B01_T01,2.2818,0.2375,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S142_G03_D02_B01_T01,S142,G03_D02_B01_T01,2.2623,0.2232,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S143_G03_D02_B01_T01,S143,G03_D02_B01_T01,2.2395,0.2245,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S145_G03_D02_B01_T01,S145,G03_D02_B01_T01,2.2901,0.2276,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S146_G03_D02_B01_T01,S146,G03_D02_B01_T01,2.2745,0.2335,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S154_G03_D02_B01_T01,S154,G03_D02_B01_T01,2.2862,0.2262,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S156_G03_D02_B01_T01,S156,G03_D02_B01_T01,2.2926,0.2392,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S157_G03_D02_B01_T01,S157,G03_D02_B01_T01,2.2893,0.2229,D02,B01,T01,D02 Old
analysis_output.1904656.log,old,S158_G03_D02_B01_T01,S158,G03_D02_B01_T01,2.2438,0.2387,D02,B01,T01,D02 Old
analysis_output.1904656.log,young,S001_G01_D02_B01_T01,S001,G01_D02_B01_T01,2.2391,0.2513,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S002_G01_D02_B01_T01,S002,G01_D02_B01_T01,2.2196,0.221,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S003_G01_D02_B01_T01,S003,G01_D02_B01_T01,2.2707,0.2604,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S004_G01_D02_B01_T01,S004,G01_D02_B01_T01,2.2339,0.219,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S005_G01_D02_B01_T01,S005,G01_D02_B01_T01,2.279,0.2336,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S006_G01_D02_B01_T01,S006,G01_D02_B01_T01,2.2558,0.2247,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S007_G01_D02_B01_T01,S007,G01_D02_B01_T01,2.2447,0.2231,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S008_G01_D02_B01_T01,S008,G01_D02_B01_T01,2.7442,0.2304,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S010_G01_D02_B01_T01,S010,G01_D02_B01_T01,2.2772,0.2425,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S011_G01_D02_B01_T01,S011,G01_D02_B01_T01,2.2626,0.2508,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S012_G01_D02_B01_T01,S012,G01_D02_B01_T01,2.2486,0.2593,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S014_G01_D02_B01_T01,S014,G01_D02_B01_T01,2.2143,0.2218,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S015_G01_D02_B01_T01,S015,G01_D02_B01_T01,2.2534,0.2225,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S016_G01_D02_B01_T01,S016,G01_D02_B01_T01,2.272,0.2585,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S018_G01_D02_B01_T01,S018,G01_D02_B01_T01,2.2879,0.2314,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S020_G01_D02_B01_T01,S020,G01_D02_B01_T01,2.2395,0.2193,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S021_G01_D02_B01_T01,S021,G01_D02_B01_T01,2.5924,0.2262,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S023_G01_D02_B01_T01,S023,G01_D02_B01_T01,2.2541,0.223,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S024_G01_D02_B01_T01,S024,G01_D02_B01_T01,2.2626,0.228,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S025_G01_D02_B01_T01,S025,G01_D02_B01_T01,2.2881,0.2285,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S026_G01_D02_B01_T01,S026,G01_D02_B01_T01,2.2889,0.2237,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S027_G01_D02_B01_T01,S027,G01_D02_B01_T01,2.2554,0.2479,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S028_G01_D02_B01_T01,S028,G01_D02_B01_T01,2.2908,0.2387,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S030_G01_D02_B01_T01,S030,G01_D02_B01_T01,2.256,0.223,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S031_G01_D02_B01_T01,S031,G01_D02_B01_T01,2.2883,0.2496,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S032_G01_D02_B01_T01,S032,G01_D02_B01_T01,2.2477,0.2372,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S033_G01_D02_B01_T01,S033,G01_D02_B01_T01,2.2619,0.2245,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S034_G01_D02_B01_T01,S034,G01_D02_B01_T01,2.2794,0.227,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S035_G01_D02_B01_T01,S035,G01_D02_B01_T01,2.2474,0.2276,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S036_G01_D02_B01_T01,S036,G01_D02_B01_T01,2.272,0.2241,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S037_G01_D02_B01_T01,S037,G01_D02_B01_T01,2.2634,0.2235,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S038_G01_D02_B01_T01,S038,G01_D02_B01_T01,2.2773,0.2397,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S039_G01_D02_B01_T01,S039,G01_D02_B01_T01,2.2685,0.2371,D02,B01,T01,D02 Young
analysis_output.1904656.log,young,S063_G01_D02_B01_T01,S063,G01_D02_B01_T01,2.2791,0.2284,D02,B01,T01,D02 Young
analysis_output.1904657.log,old,S009_G03_D02_B01_T02,S009,G03_D02_B01_T02,2.2886,0.222,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S013_G03_D02_B01_T02,S013,G03_D02_B01_T02,2.2892,0.2215,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S019_G03_D02_B01_T02,S019,G03_D02_B01_T02,2.2799,0.2219,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S040_G03_D02_B01_T02,S040,G03_D02_B01_T02,2.2698,0.2257,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S081_G03_D02_B01_T02,S081,G03_D02_B01_T02,2.2591,0.2301,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S102_G03_D02_B01_T02,S102,G03_D02_B01_T02,2.2797,0.2297,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S103_G03_D02_B01_T02,S103,G03_D02_B01_T02,2.2574,0.2227,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S107_G03_D02_B01_T02,S107,G03_D02_B01_T02,2.2647,0.2233,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S109_G03_D02_B01_T02,S109,G03_D02_B01_T02,2.2588,0.2215,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S110_G03_D02_B01_T02,S110,G03_D02_B01_T02,2.2664,0.2385,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S112_G03_D02_B01_T02,S112,G03_D02_B01_T02,2.5916,0.2234,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S113_G03_D02_B01_T02,S113,G03_D02_B01_T02,2.2687,0.2291,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S116_G03_D02_B01_T02,S116,G03_D02_B01_T02,2.2906,0.2259,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S119_G03_D02_B01_T02,S119,G03_D02_B01_T02,2.2779,0.2242,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S120_G03_D02_B01_T02,S120,G03_D02_B01_T02,2.2711,0.2236,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S123_G03_D02_B01_T02,S123,G03_D02_B01_T02,2.7421,0.2279,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S125_G03_D02_B01_T02,S125,G03_D02_B01_T02,2.2562,0.2225,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S127_G03_D02_B01_T02,S127,G03_D02_B01_T02,2.2757,0.2263,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S128_G03_D02_B01_T02,S128,G03_D02_B01_T02,2.2933,0.2281,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S129_G03_D02_B01_T02,S129,G03_D02_B01_T02,2.2922,0.223,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S130_G03_D02_B01_T02,S130,G03_D02_B01_T02,2.2844,0.2426,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S131_G03_D02_B01_T02,S131,G03_D02_B01_T02,2.4345,0.211,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S133_G03_D02_B01_T02,S133,G03_D02_B01_T02,2.2929,0.2308,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S134_G03_D02_B01_T02,S134,G03_D02_B01_T02,2.2119,0.2239,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S135_G03_D02_B01_T02,S135,G03_D02_B01_T02,2.282,0.2476,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S136_G03_D02_B01_T02,S136,G03_D02_B01_T02,2.2838,0.2259,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S137_G03_D02_B01_T02,S137,G03_D02_B01_T02,2.2806,0.2268,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S138_G03_D02_B01_T02,S138,G03_D02_B01_T02,2.2929,0.2286,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S139_G03_D02_B01_T02,S139,G03_D02_B01_T02,2.2815,0.2262,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S140_G03_D02_B01_T02,S140,G03_D02_B01_T02,2.2728,0.2214,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S141_G03_D02_B01_T02,S141,G03_D02_B01_T02,2.2801,0.2394,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S142_G03_D02_B01_T02,S142,G03_D02_B01_T02,2.2639,0.2231,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S143_G03_D02_B01_T02,S143,G03_D02_B01_T02,2.2405,0.224,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S145_G03_D02_B01_T02,S145,G03_D02_B01_T02,2.2898,0.2276,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S146_G03_D02_B01_T02,S146,G03_D02_B01_T02,2.2773,0.2342,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S154_G03_D02_B01_T02,S154,G03_D02_B01_T02,2.2874,0.2265,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S156_G03_D02_B01_T02,S156,G03_D02_B01_T02,2.293,0.2383,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S157_G03_D02_B01_T02,S157,G03_D02_B01_T02,2.2907,0.2233,D02,B01,T02,D02 Old
analysis_output.1904657.log,old,S158_G03_D02_B01_T02,S158,G03_D02_B01_T02,2.246,0.2407,D02,B01,T02,D02 Old
analysis_output.1904657.log,young,S001_G01_D02_B01_T02,S001,G01_D02_B01_T02,2.2412,0.2381,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S002_G01_D02_B01_T02,S002,G01_D02_B01_T02,2.2214,0.2213,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S003_G01_D02_B01_T02,S003,G01_D02_B01_T02,2.2666,0.254,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S004_G01_D02_B01_T02,S004,G01_D02_B01_T02,2.2356,0.2197,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S005_G01_D02_B01_T02,S005,G01_D02_B01_T02,2.2818,0.2304,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S006_G01_D02_B01_T02,S006,G01_D02_B01_T02,2.2567,0.2262,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S007_G01_D02_B01_T02,S007,G01_D02_B01_T02,2.2432,0.2229,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S008_G01_D02_B01_T02,S008,G01_D02_B01_T02,2.7437,0.229,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S010_G01_D02_B01_T02,S010,G01_D02_B01_T02,2.2696,0.2461,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S011_G01_D02_B01_T02,S011,G01_D02_B01_T02,2.2624,0.2505,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S012_G01_D02_B01_T02,S012,G01_D02_B01_T02,2.2594,0.2604,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S014_G01_D02_B01_T02,S014,G01_D02_B01_T02,2.217,0.2251,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S015_G01_D02_B01_T02,S015,G01_D02_B01_T02,2.2534,0.2226,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S016_G01_D02_B01_T02,S016,G01_D02_B01_T02,2.2736,0.2644,D02,B01,T02,D02 Young
analysis_output.1904657.log,young,S018_G01_D02_B01_T02,S018,G01_D02_B01_T02,2.2894,0.2315,D02,B01,T02,D02 Young
